type,t,p,v
deadend,151,8625,-
current,150,8542,84
current,151,8626,84
deadend,151,8626,-
current,150,8542,84
deadend,150,8542,-
current,149,8458,85
current,150,8543,85
deadend,150,8543,-
current,149,8458,85
deadend,149,8458,-
current,148,8373,86
current,149,8459,86
deadend,149,8459,-
current,148,8373,86
deadend,148,8373,-
current,147,8287,87
current,148,8374,87
deadend,148,8374,-
current,147,8287,87
deadend,147,8287,-
current,146,8200,88
current,147,8288,88
deadend,147,8288,-
current,146,8200,88
deadend,146,8200,-
current,145,8112,89
current,146,8201,89
deadend,146,8201,-
current,145,8112,89
deadend,145,8112,-
current,144,8023,90
current,145,8113,90
deadend,145,8113,-
current,144,8023,90
deadend,144,8023,-
current,143,7933,91
current,144,8024,91
deadend,144,8024,-
current,143,7933,91
deadend,143,7933,-
current,142,7842,92
current,143,7934,92
deadend,143,7934,-
current,142,7842,92
deadend,142,7842,-
current,141,7750,93
current,142,7843,93
deadend,142,7843,-
current,141,7750,93
deadend,141,7750,-
current,140,7657,94
current,141,7751,94
deadend,141,7751,-
current,140,7657,94
deadend,140,7657,-
current,139,7563,95
current,140,7658,95
deadend,140,7658,-
current,139,7563,95
deadend,139,7563,-
current,138,7468,96
current,139,7564,96
deadend,139,7564,-
current,138,7468,96
deadend,138,7468,-
current,137,7372,96
newpath,138,7467,95
current,138,7467,95
newpath,139,7561,94
current,139,7561,94
newpath,140,7655,94
current,140,7655,94
newpath,141,7748,93
current,141,7748,93
newpath,142,7840,92
current,142,7840,92
newpath,143,7931,91
current,143,7931,91
newpath,144,8021,90
current,144,8021,90
newpath,145,8110,89
current,145,8110,89
newpath,146,8198,88
current,146,8198,88
newpath,147,8285,87
current,147,8285,87
newpath,148,8371,86
current,148,8371,86
newpath,149,8456,85
current,149,8456,85
newpath,150,8540,84
current,150,8540,84
newpath,151,8623,83
current,151,8623,83
newpath,152,8705,82
current,152,8705,82
deadend,152,8705,-
current,151,8623,83
current,152,8706,83
deadend,152,8706,-
current,151,8623,83
deadend,151,8623,-
current,150,8540,84
current,151,8624,84
deadend,151,8624,-
current,150,8540,84
deadend,150,8540,-
current,149,8456,85
current,150,8541,85
deadend,150,8541,-
current,149,8456,85
deadend,149,8456,-
current,148,8371,86
current,149,8457,86
deadend,149,8457,-
current,148,8371,86
deadend,148,8371,-
current,147,8285,87
current,148,8372,87
deadend,148,8372,-
current,147,8285,87
deadend,147,8285,-
current,146,8198,88
current,147,8286,88
deadend,147,8286,-
current,146,8198,88
deadend,146,8198,-
current,145,8110,89
current,146,8199,89
deadend,146,8199,-
current,145,8110,89
deadend,145,8110,-
current,144,8021,90
current,145,8111,90
deadend,145,8111,-
current,144,8021,90
deadend,144,8021,-
current,143,7931,91
current,144,8022,91
deadend,144,8022,-
current,143,7931,91
deadend,143,7931,-
current,142,7840,92
current,143,7932,92
deadend,143,7932,-
current,142,7840,92
deadend,142,7840,-
current,141,7748,93
current,142,7841,93
deadend,142,7841,-
current,141,7748,93
deadend,141,7748,-
current,140,7655,94
current,141,7749,94
deadend,141,7749,-
current,140,7655,94
deadend,140,7655,-
current,139,7561,94
newpath,140,7654,93
current,140,7654,93
newpath,141,7746,92
current,141,7746,92
newpath,142,7838,92
current,142,7838,92
newpath,143,7929,91
current,143,7929,91
newpath,144,8019,90
current,144,8019,90
newpath,145,8108,89
current,145,8108,89
newpath,146,8196,88
current,146,8196,88
newpath,147,8283,87
current,147,8283,87
newpath,148,8369,86
current,148,8369,86
newpath,149,8454,85
current,149,8454,85
newpath,150,8538,84
current,150,8538,84
newpath,151,8621,83
current,151,8621,83
newpath,152,8703,82
current,152,8703,82
deadend,152,8703,-
current,151,8621,83
current,152,8704,83
deadend,152,8704,-
current,151,8621,83
deadend,151,8621,-
current,150,8538,84
current,151,8622,84
deadend,151,8622,-
current,150,8538,84
deadend,150,8538,-
current,149,8454,85
current,150,8539,85
deadend,150,8539,-
current,149,8454,85
deadend,149,8454,-
current,148,8369,86
current,149,8455,86
deadend,149,8455,-
current,148,8369,86
deadend,148,8369,-
current,147,8283,87
current,148,8370,87
deadend,148,8370,-
current,147,8283,87
deadend,147,8283,-
current,146,8196,88
current,147,8284,88
deadend,147,8284,-
current,146,8196,88
deadend,146,8196,-
current,145,8108,89
current,146,8197,89
deadend,146,8197,-
current,145,8108,89
deadend,145,8108,-
current,144,8019,90
current,145,8109,90
deadend,145,8109,-
current,144,8019,90
deadend,144,8019,-
current,143,7929,91
current,144,8020,91
deadend,144,8020,-
current,143,7929,91
deadend,143,7929,-
current,142,7838,92
current,143,7930,92
deadend,143,7930,-
current,142,7838,92
deadend,142,7838,-
current,141,7746,92
newpath,142,7837,91
current,142,7837,91
current,143,7927,90
newpath,144,8017,90
current,144,8017,90
newpath,145,8106,89
current,145,8106,89
newpath,146,8194,88
current,146,8194,88
newpath,147,8281,87
current,147,8281,87
newpath,148,8367,86
current,148,8367,86
newpath,149,8452,85
current,149,8452,85
newpath,150,8536,84
current,150,8536,84
newpath,151,8619,83
current,151,8619,83
newpath,152,8701,82
current,152,8701,82
deadend,152,8701,-
current,151,8619,83
current,152,8702,83
deadend,152,8702,-
current,151,8619,83
deadend,151,8619,-
current,150,8536,84
current,151,8620,84
deadend,151,8620,-
current,150,8536,84
deadend,150,8536,-
current,149,8452,85
current,150,8537,85
deadend,150,8537,-
current,149,8452,85
deadend,149,8452,-
current,148,8367,86
current,149,8453,86
deadend,149,8453,-
current,148,8367,86
deadend,148,8367,-
current,147,8281,87
current,148,8368,87
deadend,148,8368,-
current,147,8281,87
deadend,147,8281,-
current,146,8194,88
current,147,8282,88
deadend,147,8282,-
current,146,8194,88
deadend,146,8194,-
current,145,8106,89
current,146,8195,89
deadend,146,8195,-
current,145,8106,89
deadend,145,8106,-
current,144,8017,90
current,145,8107,90
deadend,145,8107,-
current,144,8017,90
deadend,144,8017,-
current,143,7927,90
newpath,144,8016,89
current,144,8016,89
newpath,145,8104,88
current,145,8104,88
newpath,146,8192,88
current,146,8192,88
newpath,147,8279,87
current,147,8279,87
newpath,148,8365,86
current,148,8365,86
newpath,149,8450,85
current,149,8450,85
newpath,150,8534,84
current,150,8534,84
newpath,151,8617,83
current,151,8617,83
newpath,152,8699,82
current,152,8699,82
deadend,152,8699,-
current,151,8617,83
current,152,8700,83
deadend,152,8700,-
current,151,8617,83
deadend,151,8617,-
current,150,8534,84
current,151,8618,84
deadend,151,8618,-
current,150,8534,84
deadend,150,8534,-
current,149,8450,85
current,150,8535,85
deadend,150,8535,-
current,149,8450,85
deadend,149,8450,-
current,148,8365,86
current,149,8451,86
deadend,149,8451,-
current,148,8365,86
deadend,148,8365,-
current,147,8279,87
current,148,8366,87
deadend,148,8366,-
current,147,8279,87
deadend,147,8279,-
current,146,8192,88
current,147,8280,88
deadend,147,8280,-
current,146,8192,88
deadend,146,8192,-
current,145,8104,88
newpath,146,8191,87
current,146,8191,87
newpath,147,8277,86
current,147,8277,86
newpath,148,8363,86
current,148,8363,86
newpath,149,8448,85
current,149,8448,85
newpath,150,8532,84
current,150,8532,84
newpath,151,8615,83
current,151,8615,83
newpath,152,8697,82
current,152,8697,82
deadend,152,8697,-
current,151,8615,83
current,152,8698,83
deadend,152,8698,-
current,151,8615,83
deadend,151,8615,-
current,150,8532,84
current,151,8616,84
deadend,151,8616,-
current,150,8532,84
deadend,150,8532,-
current,149,8448,85
current,150,8533,85
deadend,150,8533,-
current,149,8448,85
deadend,149,8448,-
current,148,8363,86
current,149,8449,86
deadend,149,8449,-
current,148,8363,86
deadend,148,8363,-
current,147,8277,86
newpath,148,8362,85
current,148,8362,85
newpath,149,8446,84
current,149,8446,84
newpath,150,8530,84
current,150,8530,84
newpath,151,8613,83
current,151,8613,83
newpath,152,8695,82
current,152,8695,82
deadend,152,8695,-
current,151,8613,83
current,152,8696,83
deadend,152,8696,-
current,151,8613,83
deadend,151,8613,-
current,150,8530,84
current,151,8614,84
deadend,151,8614,-
current,150,8530,84
deadend,150,8530,-
current,149,8446,84
newpath,150,8529,83
current,150,8529,83
newpath,151,8611,82
current,151,8611,82
newpath,152,8693,82
current,152,8693,82
deadend,152,8693,-
current,151,8611,82
newpath,152,8692,81
current,152,8692,81
deadend,152,8692,-
current,151,8611,82
current,152,8694,83
deadend,152,8694,-
current,151,8611,82
deadend,151,8611,-
current,150,8529,83
current,151,8612,83
deadend,151,8612,-
current,150,8529,83
deadend,150,8529,-
current,149,8446,84
current,150,8531,85
deadend,150,8531,-
current,149,8446,84
deadend,149,8446,-
current,148,8362,85
current,149,8447,85
deadend,149,8447,-
current,148,8362,85
deadend,148,8362,-
current,147,8277,86
current,148,8364,87
deadend,148,8364,-
current,147,8277,86
deadend,147,8277,-
current,146,8191,87
current,147,8278,87
deadend,147,8278,-
current,146,8191,87
deadend,146,8191,-
current,145,8104,88
current,146,8193,89
deadend,146,8193,-
current,145,8104,88
deadend,145,8104,-
current,144,8016,89
current,145,8105,89
deadend,145,8105,-
current,144,8016,89
deadend,144,8016,-
current,143,7927,90
current,144,8018,91
deadend,144,8018,-
current,143,7927,90
deadend,143,7927,-
current,142,7837,91
deadend,142,7837,-
current,141,7746,92
current,142,7839,93
deadend,142,7839,-
current,141,7746,92
deadend,141,7746,-
current,140,7654,93
current,141,7747,93
deadend,141,7747,-
current,140,7654,93
deadend,140,7654,-
current,139,7561,94
current,140,7656,95
deadend,140,7656,-
current,139,7561,94
deadend,139,7561,-
current,138,7467,95
current,139,7562,95
deadend,139,7562,-
current,138,7467,95
deadend,138,7467,-
current,137,7372,96
current,138,7469,97
deadend,138,7469,-
current,137,7372,96
deadend,137,7372,-
current,136,7276,97
current,137,7373,97
deadend,137,7373,-
current,136,7276,97
deadend,136,7276,-
current,135,7179,98
current,136,7278,99
deadend,136,7278,-
current,135,7179,98
deadend,135,7179,-
current,134,7081,99
current,135,7180,99
deadend,135,7180,-
current,134,7081,99
deadend,134,7081,-
current,133,6982,100
current,134,7083,101
newpath,135,7184,101
current,135,7184,101
current,136,7286,102
newpath,137,7388,102
current,137,7388,102
newpath,138,7490,102
current,138,7490,102
deadend,138,7490,-
current,137,7388,102
current,138,7491,103
newpath,139,7594,103
current,139,7594,103
deadend,139,7594,-
current,138,7491,103
current,139,7595,104
newpath,140,7699,104
current,140,7699,104
deadend,140,7699,-
current,139,7595,104
current,140,7700,105
newpath,141,7805,105
current,141,7805,105
deadend,141,7805,-
current,140,7700,105
current,141,7806,106
newpath,142,7912,106
current,142,7912,106
deadend,142,7912,-
current,141,7806,106
current,142,7913,107
newpath,143,8020,107
current,143,8020,107
deadend,143,8020,-
current,142,7913,107
current,143,8021,108
newpath,144,8129,108
current,144,8129,108
deadend,144,8129,-
current,143,8021,108
current,144,8130,109
newpath,145,8239,109
current,145,8239,109
deadend,145,8239,-
current,144,8130,109
current,145,8240,110
newpath,146,8350,110
current,146,8350,110
deadend,146,8350,-
current,145,8240,110
current,146,8351,111
newpath,147,8462,111
current,147,8462,111
deadend,147,8462,-
current,146,8351,111
current,147,8463,112
newpath,148,8575,112
current,148,8575,112
deadend,148,8575,-
current,147,8463,112
current,148,8576,113
newpath,149,8689,113
current,149,8689,113
deadend,149,8689,-
current,148,8576,113
current,149,8690,114
deadend,149,8690,-
current,148,8576,113
deadend,148,8576,-
current,147,8463,112
deadend,147,8463,-
current,146,8351,111
deadend,146,8351,-
current,145,8240,110
deadend,145,8240,-
current,144,8130,109
deadend,144,8130,-
current,143,8021,108
deadend,143,8021,-
current,142,7913,107
deadend,142,7913,-
current,141,7806,106
deadend,141,7806,-
current,140,7700,105
deadend,140,7700,-
current,139,7595,104
deadend,139,7595,-
current,138,7491,103
deadend,138,7491,-
current,137,7388,102
deadend,137,7388,-
current,136,7286,102
newpath,137,7387,101
current,137,7387,101
deadend,137,7387,-
current,136,7286,102
current,137,7389,103
newpath,138,7492,103
current,138,7492,103
current,139,7596,104
current,140,7701,105
current,141,7807,106
current,142,7914,107
current,143,8022,108
current,144,8131,109
current,145,8241,110
current,146,8352,111
current,147,8464,112
current,148,8577,113
current,149,8691,114
deadend,149,8691,-
current,148,8577,113
deadend,148,8577,-
current,147,8464,112
deadend,147,8464,-
current,146,8352,111
deadend,146,8352,-
current,145,8241,110
deadend,145,8241,-
current,144,8131,109
deadend,144,8131,-
current,143,8022,108
deadend,143,8022,-
current,142,7914,107
deadend,142,7914,-
current,141,7807,106
deadend,141,7807,-
current,140,7701,105
deadend,140,7701,-
current,139,7596,104
deadend,139,7596,-
current,138,7493,104
newpath,139,7597,104
current,139,7597,104
current,140,7702,105
current,141,7808,106
current,142,7915,107
current,143,8023,108
current,144,8132,109
current,145,8242,110
current,146,8353,111
current,147,8465,112
current,148,8578,113
current,149,8692,114
deadend,149,8692,-
current,148,8578,113
deadend,148,8578,-
current,147,8465,112
deadend,147,8465,-
current,146,8353,111
deadend,146,8353,-
current,145,8242,110
deadend,145,8242,-
current,144,8132,109
deadend,144,8132,-
current,143,8023,108
deadend,143,8023,-
current,142,7915,107
deadend,142,7915,-
current,141,7808,106
deadend,141,7808,-
current,140,7702,105
deadend,140,7702,-
current,139,7598,105
newpath,140,7703,105
current,140,7703,105
current,141,7809,106
current,142,7916,107
current,143,8024,108
current,144,8133,109
current,145,8243,110
current,146,8354,111
current,147,8466,112
current,148,8579,113
current,149,8693,114
deadend,149,8693,-
current,148,8579,113
deadend,148,8579,-
current,147,8466,112
deadend,147,8466,-
current,146,8354,111
deadend,146,8354,-
current,145,8243,110
deadend,145,8243,-
current,144,8133,109
deadend,144,8133,-
current,143,8024,108
deadend,143,8024,-
current,142,7916,107
deadend,142,7916,-
current,141,7809,106
deadend,141,7809,-
current,140,7704,106
newpath,141,7810,106
current,141,7810,106
current,142,7917,107
current,143,8025,108
current,144,8134,109
current,145,8244,110
current,146,8355,111
current,147,8467,112
current,148,8580,113
current,149,8694,114
deadend,149,8694,-
current,148,8580,113
deadend,148,8580,-
current,147,8467,112
deadend,147,8467,-
current,146,8355,111
deadend,146,8355,-
current,145,8244,110
deadend,145,8244,-
current,144,8134,109
deadend,144,8134,-
current,143,8025,108
deadend,143,8025,-
current,142,7917,107
deadend,142,7917,-
current,141,7811,107
newpath,142,7918,107
current,142,7918,107
current,143,8026,108
current,144,8135,109
current,145,8245,110
current,146,8356,111
current,147,8468,112
current,148,8581,113
current,149,8695,114
deadend,149,8695,-
current,148,8581,113
deadend,148,8581,-
current,147,8468,112
deadend,147,8468,-
current,146,8356,111
deadend,146,8356,-
current,145,8245,110
deadend,145,8245,-
current,144,8135,109
deadend,144,8135,-
current,143,8026,108
deadend,143,8026,-
current,142,7919,108
newpath,143,8027,108
current,143,8027,108
current,144,8136,109
current,145,8246,110
current,146,8357,111
current,147,8469,112
current,148,8582,113
current,149,8696,114
deadend,149,8696,-
current,148,8582,113
deadend,148,8582,-
current,147,8469,112
deadend,147,8469,-
current,146,8357,111
deadend,146,8357,-
current,145,8246,110
deadend,145,8246,-
current,144,8136,109
deadend,144,8136,-
current,143,8028,109
newpath,144,8137,109
current,144,8137,109
current,145,8247,110
current,146,8358,111
current,147,8470,112
current,148,8583,113
current,149,8697,114
deadend,149,8697,-
current,148,8583,113
deadend,148,8583,-
current,147,8470,112
deadend,147,8470,-
current,146,8358,111
deadend,146,8358,-
current,145,8247,110
deadend,145,8247,-
current,144,8138,110
newpath,145,8248,110
current,145,8248,110
current,146,8359,111
current,147,8471,112
current,148,8584,113
current,149,8698,114
deadend,149,8698,-
current,148,8584,113
deadend,148,8584,-
current,147,8471,112
deadend,147,8471,-
current,146,8359,111
deadend,146,8359,-
current,145,8249,111
newpath,146,8360,111
current,146,8360,111
current,147,8472,112
current,148,8585,113
current,149,8699,114
deadend,149,8699,-
current,148,8585,113
deadend,148,8585,-
current,147,8472,112
deadend,147,8472,-
current,146,8361,112
newpath,147,8473,112
current,147,8473,112
current,148,8586,113
current,149,8700,114
deadend,149,8700,-
current,148,8586,113
deadend,148,8586,-
current,147,8474,113
newpath,148,8587,113
current,148,8587,113
current,149,8701,114
deadend,149,8701,-
current,148,8588,114
newpath,149,8702,114
current,149,8702,114
deadend,149,8702,-
current,148,8588,114
current,149,8703,115
current,150,8818,115
deadend,150,8818,-
current,149,8703,115
deadend,149,8703,-
current,148,8588,114
deadend,148,8588,-
current,147,8474,113
current,148,8587,113
deadend,148,8587,-
current,147,8474,113
deadend,147,8474,-
current,146,8361,112
current,147,8473,112
deadend,147,8473,-
current,146,8361,112
deadend,146,8361,-
current,145,8249,111
current,146,8360,111
deadend,146,8360,-
current,145,8249,111
deadend,145,8249,-
current,144,8138,110
current,145,8248,110
deadend,145,8248,-
current,144,8138,110
deadend,144,8138,-
current,143,8028,109
current,144,8137,109
deadend,144,8137,-
current,143,8028,109
deadend,143,8028,-
current,142,7919,108
current,143,8027,108
deadend,143,8027,-
current,142,7919,108
deadend,142,7919,-
current,141,7811,107
current,142,7918,107
deadend,142,7918,-
current,141,7811,107
deadend,141,7811,-
current,140,7704,106
current,141,7810,106
deadend,141,7810,-
current,140,7704,106
deadend,140,7704,-
current,139,7598,105
current,140,7703,105
deadend,140,7703,-
current,139,7598,105
deadend,139,7598,-
current,138,7493,104
current,139,7597,104
deadend,139,7597,-
current,138,7493,104
deadend,138,7493,-
current,137,7389,103
current,138,7492,103
deadend,138,7492,-
current,137,7389,103
deadend,137,7389,-
current,136,7286,102
deadend,136,7286,-
current,135,7184,101
deadend,135,7184,-
current,134,7083,101
current,135,7185,102
newpath,136,7287,102
current,136,7287,102
current,137,7390,103
current,138,7494,104
current,139,7599,105
current,140,7705,106
current,141,7812,107
current,142,7920,108
current,143,8029,109
current,144,8139,110
current,145,8250,111
current,146,8362,112
current,147,8475,113
current,148,8589,114
current,149,8704,115
deadend,149,8704,-
current,148,8589,114
deadend,148,8589,-
current,147,8475,113
deadend,147,8475,-
current,146,8362,112
deadend,146,8362,-
current,145,8250,111
deadend,145,8250,-
current,144,8139,110
deadend,144,8139,-
current,143,8029,109
deadend,143,8029,-
current,142,7920,108
deadend,142,7920,-
current,141,7812,107
deadend,141,7812,-
current,140,7705,106
deadend,140,7705,-
current,139,7599,105
deadend,139,7599,-
current,138,7494,104
deadend,138,7494,-
current,137,7390,103
deadend,137,7390,-
current,136,7288,103
newpath,137,7391,103
current,137,7391,103
current,138,7495,104
current,139,7600,105
current,140,7706,106
current,141,7813,107
current,142,7921,108
current,143,8030,109
current,144,8140,110
current,145,8251,111
current,146,8363,112
current,147,8476,113
current,148,8590,114
current,149,8705,115
deadend,149,8705,-
current,148,8590,114
deadend,148,8590,-
current,147,8476,113
deadend,147,8476,-
current,146,8363,112
deadend,146,8363,-
current,145,8251,111
deadend,145,8251,-
current,144,8140,110
deadend,144,8140,-
current,143,8030,109
deadend,143,8030,-
current,142,7921,108
deadend,142,7921,-
current,141,7813,107
deadend,141,7813,-
current,140,7706,106
deadend,140,7706,-
current,139,7600,105
deadend,139,7600,-
current,138,7495,104
deadend,138,7495,-
current,137,7392,104
newpath,138,7496,104
current,138,7496,104
current,139,7601,105
current,140,7707,106
current,141,7814,107
current,142,7922,108
current,143,8031,109
current,144,8141,110
current,145,8252,111
current,146,8364,112
current,147,8477,113
current,148,8591,114
current,149,8706,115
deadend,149,8706,-
current,148,8591,114
deadend,148,8591,-
current,147,8477,113
deadend,147,8477,-
current,146,8364,112
deadend,146,8364,-
current,145,8252,111
deadend,145,8252,-
current,144,8141,110
deadend,144,8141,-
current,143,8031,109
deadend,143,8031,-
current,142,7922,108
deadend,142,7922,-
current,141,7814,107
deadend,141,7814,-
current,140,7707,106
deadend,140,7707,-
current,139,7601,105
deadend,139,7601,-
current,138,7497,105
newpath,139,7602,105
current,139,7602,105
current,140,7708,106
current,141,7815,107
current,142,7923,108
current,143,8032,109
current,144,8142,110
current,145,8253,111
current,146,8365,112
current,147,8478,113
current,148,8592,114
current,149,8707,115
deadend,149,8707,-
current,148,8592,114
deadend,148,8592,-
current,147,8478,113
deadend,147,8478,-
current,146,8365,112
deadend,146,8365,-
current,145,8253,111
deadend,145,8253,-
current,144,8142,110
deadend,144,8142,-
current,143,8032,109
deadend,143,8032,-
current,142,7923,108
deadend,142,7923,-
current,141,7815,107
deadend,141,7815,-
current,140,7708,106
deadend,140,7708,-
current,139,7603,106
newpath,140,7709,106
current,140,7709,106
current,141,7816,107
current,142,7924,108
current,143,8033,109
current,144,8143,110
current,145,8254,111
current,146,8366,112
current,147,8479,113
current,148,8593,114
current,149,8708,115
deadend,149,8708,-
current,148,8593,114
deadend,148,8593,-
current,147,8479,113
deadend,147,8479,-
current,146,8366,112
deadend,146,8366,-
current,145,8254,111
deadend,145,8254,-
current,144,8143,110
deadend,144,8143,-
current,143,8033,109
deadend,143,8033,-
current,142,7924,108
deadend,142,7924,-
current,141,7816,107
deadend,141,7816,-
current,140,7710,107
newpath,141,7817,107
current,141,7817,107
current,142,7925,108
current,143,8034,109
current,144,8144,110
current,145,8255,111
current,146,8367,112
current,147,8480,113
current,148,8594,114
current,149,8709,115
deadend,149,8709,-
current,148,8594,114
deadend,148,8594,-
current,147,8480,113
deadend,147,8480,-
current,146,8367,112
deadend,146,8367,-
current,145,8255,111
deadend,145,8255,-
current,144,8144,110
deadend,144,8144,-
current,143,8034,109
deadend,143,8034,-
current,142,7925,108
deadend,142,7925,-
current,141,7818,108
newpath,142,7926,108
current,142,7926,108
current,143,8035,109
current,144,8145,110
current,145,8256,111
current,146,8368,112
current,147,8481,113
current,148,8595,114
current,149,8710,115
deadend,149,8710,-
current,148,8595,114
deadend,148,8595,-
current,147,8481,113
deadend,147,8481,-
current,146,8368,112
deadend,146,8368,-
current,145,8256,111
deadend,145,8256,-
current,144,8145,110
deadend,144,8145,-
current,143,8035,109
deadend,143,8035,-
current,142,7927,109
newpath,143,8036,109
current,143,8036,109
current,144,8146,110
current,145,8257,111
current,146,8369,112
current,147,8482,113
current,148,8596,114
current,149,8711,115
deadend,149,8711,-
current,148,8596,114
deadend,148,8596,-
current,147,8482,113
deadend,147,8482,-
current,146,8369,112
deadend,146,8369,-
current,145,8257,111
deadend,145,8257,-
current,144,8146,110
deadend,144,8146,-
current,143,8037,110
newpath,144,8147,110
current,144,8147,110
current,145,8258,111
current,146,8370,112
current,147,8483,113
current,148,8597,114
current,149,8712,115
deadend,149,8712,-
current,148,8597,114
deadend,148,8597,-
current,147,8483,113
deadend,147,8483,-
current,146,8370,112
deadend,146,8370,-
current,145,8258,111
deadend,145,8258,-
current,144,8148,111
newpath,145,8259,111
current,145,8259,111
deadend,145,8259,-
current,144,8148,111
current,145,8260,112
newpath,146,8372,112
current,146,8372,112
newpath,147,8484,112
current,147,8484,112
deadend,147,8484,-
current,146,8372,112
current,147,8485,113
newpath,148,8598,113
current,148,8598,113
deadend,148,8598,-
current,147,8485,113
current,148,8599,114
newpath,149,8713,114
current,149,8713,114
deadend,149,8713,-
current,148,8599,114
current,149,8714,115
deadend,149,8714,-
current,148,8599,114
deadend,148,8599,-
current,147,8485,113
deadend,147,8485,-
current,146,8372,112
deadend,146,8372,-
current,145,8260,112
current,146,8373,113
newpath,147,8486,113
current,147,8486,113
current,148,8600,114
current,149,8715,115
deadend,149,8715,-
current,148,8600,114
deadend,148,8600,-
current,147,8487,114
newpath,148,8601,114
current,148,8601,114
current,149,8716,115
deadend,149,8716,-
current,148,8602,115
newpath,149,8717,115
current,149,8717,115
deadend,149,8717,-
current,148,8602,115
current,149,8718,116
deadend,149,8718,-
current,148,8602,115
deadend,148,8602,-
current,147,8487,114
current,148,8601,114
deadend,148,8601,-
current,147,8487,114
deadend,147,8487,-
current,146,8373,113
current,147,8486,113
deadend,147,8486,-
current,146,8373,113
deadend,146,8373,-
current,145,8260,112
deadend,145,8260,-
current,144,8148,111
deadend,144,8148,-
current,143,8037,110
current,144,8147,110
deadend,144,8147,-
current,143,8037,110
deadend,143,8037,-
current,142,7927,109
current,143,8036,109
deadend,143,8036,-
current,142,7927,109
deadend,142,7927,-
current,141,7818,108
current,142,7926,108
deadend,142,7926,-
current,141,7818,108
deadend,141,7818,-
current,140,7710,107
current,141,7817,107
deadend,141,7817,-
current,140,7710,107
deadend,140,7710,-
current,139,7603,106
current,140,7709,106
deadend,140,7709,-
current,139,7603,106
deadend,139,7603,-
current,138,7497,105
current,139,7602,105
deadend,139,7602,-
current,138,7497,105
deadend,138,7497,-
current,137,7392,104
current,138,7496,104
deadend,138,7496,-
current,137,7392,104
deadend,137,7392,-
current,136,7288,103
current,137,7391,103
deadend,137,7391,-
current,136,7288,103
deadend,136,7288,-
current,135,7185,102
current,136,7287,102
deadend,136,7287,-
current,135,7185,102
deadend,135,7185,-
current,134,7083,101
deadend,134,7083,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
newpath,133,6981,99
current,133,6981,99
newpath,134,7079,98
current,134,7079,98
newpath,135,7177,98
current,135,7177,98
newpath,136,7274,97
current,136,7274,97
newpath,137,7370,96
current,137,7370,96
newpath,138,7465,95
current,138,7465,95
newpath,139,7559,94
current,139,7559,94
newpath,140,7652,93
current,140,7652,93
newpath,141,7744,92
current,141,7744,92
newpath,142,7835,91
current,142,7835,91
newpath,143,7925,90
current,143,7925,90
newpath,144,8014,89
current,144,8014,89
newpath,145,8102,88
current,145,8102,88
newpath,146,8189,87
current,146,8189,87
newpath,147,8275,86
current,147,8275,86
newpath,148,8360,85
current,148,8360,85
newpath,149,8444,84
current,149,8444,84
newpath,150,8527,83
current,150,8527,83
newpath,151,8609,82
current,151,8609,82
newpath,152,8690,81
current,152,8690,81
deadend,152,8690,-
current,151,8609,82
current,152,8691,82
deadend,152,8691,-
current,151,8609,82
deadend,151,8609,-
current,150,8527,83
current,151,8610,83
deadend,151,8610,-
current,150,8527,83
deadend,150,8527,-
current,149,8444,84
current,150,8528,84
deadend,150,8528,-
current,149,8444,84
deadend,149,8444,-
current,148,8360,85
current,149,8445,85
deadend,149,8445,-
current,148,8360,85
deadend,148,8360,-
current,147,8275,86
current,148,8361,86
deadend,148,8361,-
current,147,8275,86
deadend,147,8275,-
current,146,8189,87
current,147,8276,87
deadend,147,8276,-
current,146,8189,87
deadend,146,8189,-
current,145,8102,88
current,146,8190,88
deadend,146,8190,-
current,145,8102,88
deadend,145,8102,-
current,144,8014,89
current,145,8103,89
deadend,145,8103,-
current,144,8014,89
deadend,144,8014,-
current,143,7925,90
current,144,8015,90
deadend,144,8015,-
current,143,7925,90
deadend,143,7925,-
current,142,7835,91
current,143,7926,91
deadend,143,7926,-
current,142,7835,91
deadend,142,7835,-
current,141,7744,92
current,142,7836,92
deadend,142,7836,-
current,141,7744,92
deadend,141,7744,-
current,140,7652,93
current,141,7745,93
deadend,141,7745,-
current,140,7652,93
deadend,140,7652,-
current,139,7559,94
current,140,7653,94
deadend,140,7653,-
current,139,7559,94
deadend,139,7559,-
current,138,7465,95
current,139,7560,95
deadend,139,7560,-
current,138,7465,95
deadend,138,7465,-
current,137,7370,96
current,138,7466,96
deadend,138,7466,-
current,137,7370,96
deadend,137,7370,-
current,136,7274,97
current,137,7371,97
deadend,137,7371,-
current,136,7274,97
deadend,136,7274,-
current,135,7177,98
current,136,7275,98
deadend,136,7275,-
current,135,7177,98
deadend,135,7177,-
current,134,7079,98
newpath,135,7176,97
current,135,7176,97
newpath,136,7272,96
current,136,7272,96
newpath,137,7368,96
current,137,7368,96
newpath,138,7463,95
current,138,7463,95
newpath,139,7557,94
current,139,7557,94
newpath,140,7650,93
current,140,7650,93
newpath,141,7742,92
current,141,7742,92
newpath,142,7833,91
current,142,7833,91
newpath,143,7923,90
current,143,7923,90
newpath,144,8012,89
current,144,8012,89
newpath,145,8100,88
current,145,8100,88
newpath,146,8187,87
current,146,8187,87
newpath,147,8273,86
current,147,8273,86
newpath,148,8358,85
