type,t,p,v
current,136,7259,94
current,137,7352,93
current,138,7444,92
current,139,7535,91
current,140,7625,90
current,141,7714,89
current,142,7802,88
current,143,7889,87
current,144,7975,86
current,145,8060,85
current,146,8144,84
current,147,8227,83
current,148,8309,82
current,149,8390,81
current,150,8470,80
current,151,8549,79
current,152,8627,78
current,153,8704,77
current,152,8628,79
current,151,8550,80
current,150,8471,81
current,149,8391,82
current,148,8310,83
current,147,8228,84
current,146,8145,85
current,145,8061,86
current,144,7976,87
current,143,7890,88
current,142,7803,89
current,141,7715,90
current,140,7626,91
current,139,7536,92
current,138,7445,93
current,137,7353,94
current,136,7260,95
current,135,7166,96
current,134,7071,97
current,133,6975,98
current,132,6876,97
current,133,6973,97
current,134,7069,96
current,135,7164,95
current,136,7258,94
current,137,7351,93
current,138,7443,92
current,139,7534,91
current,140,7624,90
current,141,7713,89
current,142,7801,88
current,143,7888,87
current,144,7974,86
current,145,8059,85
current,146,8143,84
current,147,8226,83
current,148,8308,82
current,149,8389,81
current,150,8469,80
current,151,8548,79
current,152,8626,78
current,153,8703,77
current,152,8627,79
current,151,8549,80
current,150,8470,81
current,149,8390,82
current,148,8309,83
current,147,8227,84
current,146,8144,85
current,145,8060,86
current,144,7975,87
current,143,7889,88
current,142,7802,89
current,141,7714,90
current,140,7625,91
current,139,7535,92
current,138,7444,93
current,137,7352,94
current,136,7259,95
current,135,7165,96
current,134,7070,97
current,133,6972,96
current,134,7068,96
current,135,7163,95
current,136,7257,94
current,137,7350,93
current,138,7442,92
current,139,7533,91
current,140,7623,90
current,141,7712,89
current,142,7800,88
current,143,7887,87
current,144,7973,86
current,145,8058,85
current,146,8142,84
current,147,8225,83
current,148,8307,82
current,149,8388,81
current,150,8468,80
current,151,8547,79
current,152,8625,78
current,153,8702,77
current,152,8626,79
current,151,8548,80
current,150,8469,81
current,149,8389,82
current,148,8308,83
current,147,8226,84
current,146,8143,85
current,145,8059,86
current,144,7974,87
current,143,7888,88
current,142,7801,89
current,141,7713,90
current,140,7624,91
current,139,7534,92
current,138,7443,93
current,137,7351,94
current,136,7258,95
current,135,7164,96
current,134,7067,95
current,135,7162,95
current,136,7256,94
current,137,7349,93
current,138,7441,92
current,139,7532,91
current,140,7622,90
current,141,7711,89
current,142,7799,88
current,143,7886,87
current,144,7972,86
current,145,8057,85
current,146,8141,84
current,147,8224,83
current,148,8306,82
current,149,8387,81
current,150,8467,80
current,151,8546,79
current,152,8624,78
current,153,8701,77
current,152,8625,79
current,151,8547,80
current,150,8468,81
current,149,8388,82
current,148,8307,83
current,147,8225,84
current,146,8142,85
current,145,8058,86
current,144,7973,87
current,143,7887,88
current,142,7800,89
current,141,7712,90
current,140,7623,91
current,139,7533,92
current,138,7442,93
current,137,7350,94
current,136,7257,95
current,135,7161,94
current,136,7255,94
current,137,7348,93
current,138,7440,92
current,139,7531,91
current,140,7621,90
current,141,7710,89
current,142,7798,88
current,143,7885,87
current,144,7971,86
current,145,8056,85
current,146,8140,84
current,147,8223,83
current,148,8305,82
current,149,8386,81
current,150,8466,80
current,151,8545,79
current,152,8623,78
current,153,8700,77
current,152,8624,79
current,151,8546,80
current,150,8467,81
current,149,8387,82
current,148,8306,83
current,147,8224,84
current,146,8141,85
current,145,8057,86
current,144,7972,87
current,143,7886,88
current,142,7799,89
current,141,7711,90
current,140,7622,91
current,139,7532,92
current,138,7441,93
current,137,7349,94
current,136,7254,93
current,137,7347,93
current,138,7439,92
current,139,7530,91
current,140,7620,90
current,141,7709,89
current,142,7797,88
current,143,7884,87
current,144,7970,86
current,145,8055,85
current,146,8139,84
current,147,8222,83
current,148,8304,82
current,149,8385,81
current,150,8465,80
current,151,8544,79
current,152,8622,78
current,153,8699,77
current,152,8623,79
current,151,8545,80
current,150,8466,81
current,149,8386,82
current,148,8305,83
current,147,8223,84
current,146,8140,85
current,145,8056,86
current,144,7971,87
current,143,7885,88
current,142,7798,89
current,141,7710,90
current,140,7621,91
current,139,7531,92
current,138,7440,93
current,137,7346,92
current,138,7438,92
current,139,7529,91
current,140,7619,90
current,141,7708,89
current,142,7796,88
current,143,7883,87
current,144,7969,86
current,145,8054,85
current,146,8138,84
current,147,8221,83
current,148,8303,82
current,149,8384,81
current,150,8464,80
current,151,8543,79
current,152,8621,78
current,153,8698,77
current,152,8622,79
current,151,8544,80
current,150,8465,81
current,149,8385,82
current,148,8304,83
current,147,8222,84
current,146,8139,85
current,145,8055,86
current,144,7970,87
current,143,7884,88
current,142,7797,89
current,141,7709,90
current,140,7620,91
current,139,7530,92
current,138,7437,91
current,139,7528,91
current,140,7618,90
current,141,7707,89
current,142,7795,88
current,143,7882,87
current,144,7968,86
current,145,8053,85
current,146,8137,84
current,147,8220,83
current,148,8302,82
current,149,8383,81
current,150,8463,80
current,151,8542,79
current,152,8620,78
current,153,8697,77
current,152,8621,79
current,151,8543,80
current,150,8464,81
current,149,8384,82
current,148,8303,83
current,147,8221,84
current,146,8138,85
current,145,8054,86
current,144,7969,87
current,143,7883,88
current,142,7796,89
current,141,7708,90
current,140,7619,91
current,139,7527,90
current,140,7617,90
current,141,7706,89
current,142,7794,88
current,143,7881,87
current,144,7967,86
current,145,8052,85
current,146,8136,84
current,147,8219,83
current,148,8301,82
current,149,8382,81
current,150,8462,80
current,151,8541,79
current,152,8619,78
current,153,8696,77
current,152,8620,79
current,151,8542,80
current,150,8463,81
current,149,8383,82
current,148,8302,83
current,147,8220,84
current,146,8137,85
current,145,8053,86
current,144,7968,87
current,143,7882,88
current,142,7795,89
current,141,7707,90
current,140,7616,89
current,141,7705,89
current,142,7793,88
current,143,7880,87
current,144,7966,86
current,145,8051,85
current,146,8135,84
current,147,8218,83
current,148,8300,82
current,149,8381,81
current,150,8461,80
current,151,8540,79
current,152,8618,78
current,153,8695,77
current,152,8619,79
current,151,8541,80
current,150,8462,81
current,149,8382,82
current,148,8301,83
current,147,8219,84
current,146,8136,85
current,145,8052,86
current,144,7967,87
current,143,7881,88
current,142,7794,89
current,141,7704,88
current,142,7792,88
current,143,7879,87
current,144,7965,86
current,145,8050,85
current,146,8134,84
current,147,8217,83
current,148,8299,82
current,149,8380,81
current,150,8460,80
current,151,8539,79
current,152,8617,78
current,153,8694,77
current,152,8618,79
current,151,8540,80
current,150,8461,81
current,149,8381,82
current,148,8300,83
current,147,8218,84
current,146,8135,85
current,145,8051,86
current,144,7966,87
current,143,7880,88
current,142,7791,87
current,143,7878,87
current,144,7964,86
current,145,8049,85
current,146,8133,84
current,147,8216,83
current,148,8298,82
current,149,8379,81
current,150,8459,80
current,151,8538,79
current,152,8616,78
current,153,8693,77
current,152,8617,79
current,151,8539,80
current,150,8460,81
current,149,8380,82
current,148,8299,83
current,147,8217,84
current,146,8134,85
current,145,8050,86
current,144,7965,87
current,143,7877,86
current,144,7963,86
current,145,8048,85
current,146,8132,84
current,147,8215,83
current,148,8297,82
current,149,8378,81
current,150,8458,80
current,151,8537,79
current,152,8615,78
current,153,8692,77
current,152,8616,79
current,151,8538,80
current,150,8459,81
current,149,8379,82
current,148,8298,83
current,147,8216,84
current,146,8133,85
current,145,8049,86
current,144,7962,85
current,145,8047,85
current,146,8131,84
current,147,8214,83
current,148,8296,82
current,149,8377,81
current,150,8457,80
current,151,8536,79
current,152,8614,78
current,153,8691,77
current,152,8615,79
current,151,8537,80
current,150,8458,81
current,149,8378,82
current,148,8297,83
current,147,8215,84
current,146,8132,85
current,145,8046,84
current,146,8130,84
current,147,8213,83
current,148,8295,82
current,149,8376,81
current,150,8456,80
current,151,8535,79
current,152,8614,79
current,151,8536,80
current,150,8457,81
current,149,8377,82
current,148,8296,83
current,147,8214,84
current,146,8129,83
current,147,8212,83
current,148,8294,82
current,149,8375,81
current,150,8455,80
current,151,8534,79
current,152,8612,78
current,153,8689,77
current,152,8612,78
current,153,8690,78
current,152,8612,78
current,151,8534,79
current,150,8455,80
current,151,8535,80
current,150,8455,80
current,149,8375,81
current,150,8456,81
current,149,8375,81
current,148,8294,82
current,149,8376,82
current,148,8294,82
current,147,8212,83
current,148,8295,83
current,147,8212,83
current,146,8129,83
current,147,8211,82
current,148,8292,81
current,149,8373,81
current,150,8453,80
current,151,8532,79
current,152,8610,78
current,153,8687,77
current,152,8610,78
current,153,8688,78
current,152,8610,78
current,151,8532,79
current,152,8611,79
current,151,8532,79
current,150,8453,80
current,151,8533,80
current,150,8453,80
current,149,8373,81
current,150,8454,81
current,149,8373,81
current,148,8292,81
current,149,8372,80
current,150,8451,79
current,151,8529,78
current,152,8606,77
current,153,8683,77
current,152,8606,77
current,153,8682,76
current,152,8606,77
current,153,8684,78
current,152,8606,77
current,151,8529,78
current,152,8607,78
current,153,8685,78
current,152,8607,78
current,153,8686,79
current,152,8607,78
current,151,8529,78
current,150,8451,79
current,151,8531,80
current,150,8451,79
current,149,8372,80
current,150,8452,80
current,149,8372,80
current,148,8292,81
current,149,8374,82
current,148,8292,81
current,147,8211,82
current,148,8293,82
current,147,8211,82
current,146,8129,83
current,147,8213,84
current,146,8129,83
current,145,8046,84
current,146,8131,85
current,145,8046,84
current,146,8130,84
current,145,8046,84
current,144,7962,85
current,145,8048,86
current,144,7962,85
current,145,8047,85
current,144,7962,85
current,143,7877,86
current,144,7964,87
current,143,7877,86
current,144,7963,86
current,143,7877,86
current,142,7791,87
current,143,7879,88
current,142,7791,87
current,143,7878,87
current,142,7791,87
current,141,7704,88
current,142,7793,89
current,141,7704,88
current,142,7792,88
current,141,7704,88
current,140,7616,89
current,141,7706,90
current,140,7616,89
current,141,7705,89
current,140,7616,89
current,139,7527,90
current,140,7618,91
current,139,7527,90
current,140,7617,90
current,139,7527,90
current,138,7437,91
current,139,7529,92
current,138,7437,91
current,139,7528,91
current,138,7437,91
current,137,7346,92
current,138,7439,93
current,137,7346,92
current,138,7438,92
current,137,7346,92
current,136,7254,93
current,137,7348,94
current,136,7254,93
current,137,7347,93
current,136,7254,93
current,135,7161,94
current,136,7256,95
current,135,7161,94
current,136,7255,94
current,135,7161,94
current,134,7067,95
current,135,7163,96
current,134,7067,95
current,135,7162,95
current,134,7067,95
current,133,6972,96
current,134,7069,97
current,133,6972,96
current,134,7068,96
current,133,6972,96
current,132,6876,97
current,133,6974,98
current,132,6876,97
current,133,6973,97
current,132,6876,97
current,131,6779,98
current,132,6878,99
current,131,6779,98
current,132,6877,98
current,131,6779,98
current,130,6681,99
current,131,6780,99
current,130,6681,99
current,129,6582,100
current,130,6683,101
current,131,6784,101
current,132,6886,102
current,133,6989,103
current,134,7093,104
current,135,7198,105
current,136,7304,106
current,137,7411,107
current,138,7519,108
current,139,7628,109
current,140,7738,110
current,141,7849,111
current,142,7961,112
current,143,8074,113
current,144,8188,114
current,145,8303,115
current,146,8419,116
current,147,8536,117
current,148,8654,118
current,147,8536,117
current,146,8419,116
current,145,8303,115
current,144,8188,114
current,143,8074,113
current,142,7961,112
current,141,7849,111
current,140,7738,110
current,139,7628,109
current,138,7519,108
current,137,7411,107
current,136,7304,106
current,135,7198,105
current,134,7093,104
current,133,6989,103
current,132,6886,102
current,131,6785,102
current,132,6887,102
current,133,6990,103
current,134,7094,104
current,135,7199,105
current,136,7305,106
current,137,7412,107
current,138,7520,108
current,139,7629,109
current,140,7739,110
current,141,7850,111
current,142,7962,112
current,143,8075,113
current,144,8189,114
current,145,8304,115
current,146,8420,116
current,147,8537,117
current,148,8655,118
current,147,8537,117
current,146,8420,116
current,145,8304,115
current,144,8189,114
current,143,8075,113
current,142,7962,112
current,141,7850,111
current,140,7739,110
current,139,7629,109
current,138,7520,108
current,137,7412,107
current,136,7305,106
current,135,7199,105
current,134,7094,104
current,133,6990,103
current,132,6888,103
current,133,6991,103
current,134,7095,104
current,135,7200,105
current,136,7306,106
current,137,7413,107
current,138,7521,108
current,139,7630,109
current,140,7740,110
current,141,7851,111
current,142,7963,112
current,143,8076,113
current,144,8190,114
current,145,8305,115
current,146,8421,116
current,147,8538,117
current,148,8656,118
current,147,8538,117
current,146,8421,116
current,145,8305,115
current,144,8190,114
current,143,8076,113
current,142,7963,112
current,141,7851,111
current,140,7740,110
current,139,7630,109
current,138,7521,108
current,137,7413,107
current,136,7306,106
current,135,7200,105
current,134,7095,104
current,133,6992,104
current,134,7096,104
current,135,7201,105
current,136,7307,106
current,137,7414,107
current,138,7522,108
current,139,7631,109
current,138,7522,108
current,137,7414,107
current,136,7307,106
current,135,7201,105
current,134,7097,105
current,135,7202,105
current,136,7308,106
current,137,7415,107
current,138,7523,108
current,139,7632,109
current,140,7742,110
current,141,7852,110
current,140,7742,110
current,141,7853,111
current,142,7964,111
current,141,7853,111
current,142,7965,112
current,143,8077,112
current,142,7965,112
current,143,8078,113
current,144,8191,113
current,143,8078,113
current,144,8192,114
current,145,8306,114
current,144,8192,114
current,145,8307,115
current,146,8422,115
current,145,8307,115
current,146,8423,116
current,147,8539,116
current,146,8423,116
current,147,8540,117
current,148,8657,117
current,147,8540,117
current,148,8658,118
current,147,8540,117
current,146,8423,116
current,145,8307,115
current,144,8192,114
current,143,8078,113
current,142,7965,112
current,141,7853,111
current,140,7742,110
current,139,7632,109
current,138,7523,108
current,137,7415,107
current,136,7308,106
current,135,7202,105
current,134,7097,105
current,135,7203,106
current,136,7309,106
current,137,7416,107
current,138,7524,108
current,139,7633,109
current,140,7743,110
current,141,7854,111
current,142,7966,112
current,143,8079,113
current,144,8193,114
current,145,8308,115
current,146,8424,116
current,147,8541,117
current,148,8659,118
current,147,8541,117
current,146,8424,116
current,145,8308,115
current,144,8193,114
current,143,8079,113
current,142,7966,112
current,141,7854,111
current,140,7743,110
current,139,7633,109
current,138,7524,108
current,137,7416,107
current,136,7310,107
current,137,7417,107
current,138,7525,108
current,139,7634,109
current,140,7744,110
current,141,7855,111
current,142,7967,112
current,143,8080,113
current,144,8194,114
current,145,8309,115
current,146,8425,116
current,147,8542,117
current,148,8660,118
current,147,8542,117
current,146,8425,116
current,145,8309,115
current,144,8194,114
current,143,8080,113
current,142,7967,112
current,141,7855,111
current,140,7744,110
current,139,7634,109
current,138,7525,108
current,137,7418,108
current,138,7526,108
current,139,7635,109
current,140,7745,110
current,141,7856,111
current,142,7968,112
current,143,8081,113
current,144,8195,114
current,145,8310,115
current,146,8426,116
current,147,8543,117
current,148,8661,118
current,147,8543,117
current,146,8426,116
current,145,8310,115
current,144,8195,114
current,143,8081,113
current,142,7968,112
current,141,7856,111
current,140,7745,110
current,139,7635,109
current,138,7527,109
current,139,7636,109
current,140,7746,110
current,141,7857,111
current,142,7969,112
current,143,8082,113
current,144,8196,114
current,145,8311,115
current,146,8427,116
current,147,8544,117
current,148,8662,118
current,147,8544,117
current,146,8427,116
current,145,8311,115
current,144,8196,114
current,143,8082,113
current,142,7969,112
current,141,7857,111
current,140,7746,110
current,139,7637,110
current,140,7747,110
current,141,7858,111
current,142,7970,112
current,143,8083,113
current,144,8197,114
current,145,8312,115
current,146,8428,116
current,147,8545,117
current,148,8663,118
current,147,8545,117
current,146,8428,116
current,145,8312,115
current,144,8197,114
current,143,8083,113
current,142,7970,112
current,141,7858,111
current,140,7748,111
current,141,7859,111
current,140,7748,111
current,141,7860,112
current,142,7972,112
current,143,8084,112
current,142,7972,112
current,143,8085,113
current,144,8198,113
current,143,8085,113
current,144,8199,114
current,145,8313,114
current,144,8199,114
current,145,8314,115
current,146,8429,115
current,145,8314,115
current,146,8430,116
current,147,8546,116
current,146,8430,116
current,147,8547,117
current,148,8664,117
current,147,8547,117
current,148,8665,118
current,147,8547,117
current,146,8430,116
current,145,8314,115
current,144,8199,114
current,143,8085,113
current,142,7972,112
current,141,7860,112
current,142,7973,113
current,143,8086,113
current,144,8200,114
current,145,8315,115
current,146,8431,116
current,147,8548,117
current,148,8666,118
current,147,8548,117
current,146,8431,116
current,145,8315,115
current,144,8200,114
current,143,8087,114
current,144,8201,114
current,145,8316,115
current,146,8432,116
current,147,8549,117
current,148,8667,118
current,147,8549,117
current,146,8432,116
current,145,8316,115
current,144,8202,115
current,145,8317,115
current,146,8433,116
current,147,8550,117
current,148,8668,118
current,147,8550,117
current,146,8433,116
current,145,8318,116
current,146,8434,116
current,147,8551,117
current,148,8669,118
current,147,8551,117
current,146,8435,117
current,147,8552,117
current,148,8670,118
current,147,8553,118
current,148,8671,118
current,147,8553,118
current,148,8672,119
current,147,8553,118
current,146,8435,117
current,147,8552,117
current,146,8435,117
current,145,8318,116
current,146,8434,116
current,145,8318,116
current,144,8202,115
current,145,8317,115
current,144,8202,115
current,143,8087,114
current,144,8201,114
current,143,8087,114
current,142,7973,113
current,143,8086,113
current,142,7973,113
current,141,7860,112
current,140,7748,111
current,139,7637,110
current,140,7747,110
current,139,7637,110
current,138,7527,109
current,139,7636,109
current,138,7527,109
current,137,7418,108
current,138,7526,108
current,137,7418,108
current,136,7310,107
current,137,7417,107
current,136,7310,107
current,135,7203,106
current,136,7309,106
current,135,7203,106
current,134,7097,105
current,133,6992,104
current,134,7096,104
current,133,6992,104
current,132,6888,103
current,133,6991,103
current,132,6888,103
current,131,6785,102
current,132,6887,102
current,131,6785,102
current,130,6683,101
current,131,6784,101
current,130,6683,101
current,129,6582,100
current,128,6482,100
current,129,6581,99
current,130,6679,98
current,131,6777,98
current,132,6874,97
current,133,6970,96
current,134,7065,95
current,135,7159,94
current,136,7252,93
current,137,7344,92
current,138,7435,91
current,139,7525,90
current,140,7614,89
current,141,7702,88
current,142,7789,87
current,143,7875,86
current,144,7960,85
current,145,8044,84
current,146,8127,83
current,147,8209,82
current,148,8290,81
current,149,8370,80
current,150,8449,79
current,151,8527,78
current,152,8604,77
current,153,8680,76
current,152,8604,77
current,153,8681,77
current,152,8604,77
current,151,8527,78
current,152,8605,78
current,151,8527,78
current,150,8449,79
current,151,8528,79
current,150,8449,79
current,149,8370,80
current,150,8450,80
current,149,8370,80
current,148,8290,81
current,149,8371,81
current,148,8290,81
current,147,8209,82
current,148,8291,82
current,147,8209,82
current,146,8127,83
current,147,8210,83
current,146,8127,83
current,145,8044,84
current,146,8128,84
current,145,8044,84
current,144,7960,85
current,145,8045,85
current,144,7960,85
current,143,7875,86
current,144,7961,86
current,143,7875,86
current,142,7789,87
current,143,7876,87
current,142,7789,87
current,141,7702,88
current,142,7790,88
current,141,7702,88
current,140,7614,89
current,141,7703,89
current,140,7614,89
current,139,7525,90
current,140,7615,90
current,139,7525,90
current,138,7435,91
current,139,7526,91
current,138,7435,91
current,137,7344,92
current,138,7436,92
current,137,7344,92
current,136,7252,93
current,137,7345,93
current,136,7252,93
current,135,7159,94
current,136,7253,94
current,135,7159,94
current,134,7065,95
current,135,7160,95
current,134,7065,95
current,133,6970,96
current,134,7066,96
current,133,6970,96
current,132,6874,97
current,133,6971,97
current,132,6874,97
current,131,6777,98
current,132,6875,98
current,131,6777,98
current,130,6679,98
current,131,6776,97
current,132,6872,96
current,133,6968,96
current,134,7063,95
current,135,7157,94
current,136,7250,93
current,137,7342,92
current,138,7433,91
current,139,7523,90
current,140,7612,89
current,141,7700,88
current,142,7787,87
current,143,7873,86
current,144,7958,85
current,145,8042,84
current,146,8125,83
current,147,8207,82
current,148,8288,81
current,149,8368,80
current,150,8447,79
current,151,8525,78
current,152,8602,77
current,153,8678,76
current,152,8602,77
current,153,8679,77
current,152,8602,77
current,151,8525,78
current,152,8603,78
current,151,8525,78
current,150,8447,79
current,151,8526,79
current,150,8447,79
current,149,8368,80
current,150,8448,80
current,149,8368,80
current,148,8288,81
current,149,8369,81
current,148,8288,81
current,147,8207,82
current,148,8289,82
current,147,8207,82
current,146,8125,83
current,147,8208,83
current,146,8125,83
current,145,8042,84
current,146,8126,84
current,145,8042,84
current,144,7958,85
current,145,8043,85
current,144,7958,85
current,143,7873,86
current,144,7959,86
current,143,7873,86
current,142,7787,87
current,143,7874,87
current,142,7787,87
current,141,7700,88
current,142,7788,88
current,141,7700,88
current,140,7612,89
current,141,7701,89
current,140,7612,89
current,139,7523,90
current,140,7613,90
current,139,7523,90
current,138,7433,91
current,139,7524,91
current,138,7433,91
current,137,7342,92
current,138,7434,92
current,137,7342,92
current,136,7250,93
current,137,7343,93
current,136,7250,93
current,135,7157,94
current,136,7251,94
current,135,7157,94
current,134,7063,95
current,135,7158,95
current,134,7063,95
current,133,6968,96
current,134,7064,96
current,133,6968,96
current,132,6872,96
current,133,6967,95
current,134,7061,94
current,135,7155,94
current,136,7248,93
current,137,7340,92
current,138,7431,91
current,139,7521,90
current,140,7610,89
current,141,7698,88
current,142,7785,87
current,143,7871,86
current,144,7956,85
current,145,8040,84
current,146,8123,83
current,147,8205,82
current,148,8286,81
current,149,8366,80
current,150,8445,79
current,151,8523,78
current,152,8600,77
current,153,8676,76
current,152,8600,77
current,153,8677,77
current,152,8600,77
current,151,8523,78
current,152,8601,78
current,151,8523,78
current,150,8445,79
current,151,8524,79
current,150,8445,79
current,149,8366,80
current,150,8446,80
current,149,8366,80
current,148,8286,81
current,149,8367,81
current,148,8286,81
current,147,8205,82
current,148,8287,82
current,147,8205,82
current,146,8123,83
current,147,8206,83
current,146,8123,83
current,145,8040,84
current,146,8124,84
current,145,8040,84
current,144,7956,85
current,145,8041,85
current,144,7956,85
current,143,7871,86
current,144,7957,86
current,143,7871,86
current,142,7785,87
current,143,7872,87
current,142,7785,87
current,141,7698,88
current,142,7786,88
current,141,7698,88
current,140,7610,89
current,141,7699,89
current,140,7610,89
current,139,7521,90
current,140,7611,90
current,139,7521,90
current,138,7431,91
current,139,7522,91
current,138,7431,91
current,137,7340,92
current,138,7432,92
current,137,7340,92
current,136,7248,93
current,137,7341,93
current,136,7248,93
current,135,7155,94
current,136,7249,94
current,135,7155,94
current,134,7061,94
current,135,7154,93
current,136,7246,92
current,137,7338,92
current,138,7429,91
current,139,7519,90
current,140,7608,89
current,141,7696,88
current,142,7783,87
current,143,7869,86
current,144,7954,85
current,145,8038,84
current,146,8121,83
current,147,8203,82
current,148,8284,81
current,149,8364,80
current,150,8443,79
current,151,8521,78
current,152,8598,77
current,153,8674,76
current,152,8598,77
current,153,8675,77
current,152,8598,77
current,151,8521,78
current,152,8599,78
current,151,8521,78
current,150,8443,79
current,151,8522,79
current,150,8443,79
current,149,8364,80
current,148,8284,81
current,149,8365,81
current,148,8284,81
current,147,8203,82
current,148,8285,82
current,147,8203,82
current,146,8121,83
current,147,8204,83
current,146,8121,83
current,145,8038,84
current,146,8122,84
current,145,8038,84
current,144,7954,85
current,145,8039,85
current,144,7954,85
current,143,7869,86
current,144,7955,86
current,143,7869,86
current,142,7783,87
current,143,7870,87
current,142,7783,87
current,141,7696,88
current,142,7784,88
current,141,7696,88
current,140,7608,89
current,141,7697,89
current,140,7608,89
current,139,7519,90
current,140,7609,90
current,139,7519,90
current,138,7429,91
current,139,7520,91
current,138,7429,91
current,137,7338,92
current,138,7430,92
current,137,7338,92
current,136,7246,92
current,137,7337,91
current,138,7427,90
current,139,7517,90
current,140,7606,89
current,141,7694,88
current,142,7781,87
current,143,7867,86
current,144,7952,85
current,145,8036,84
current,146,8120,84
current,145,8037,85
current,144,7953,86
current,143,7868,87
current,142,7782,88
current,141,7695,89
current,140,7607,90
current,139,7516,89
current,140,7605,89
current,141,7693,88
current,142,7780,87
current,143,7866,86
current,144,7951,85
current,145,8035,84
current,146,8118,83
current,147,8201,83
current,148,8283,82
current,147,8200,82
current,148,8281,81
current,149,8362,81
current,150,8442,80
current,149,8361,80
current,150,8440,79
current,151,8519,79
current,152,8597,78
current,151,8518,78
current,152,8595,77
current,153,8672,77
current,152,8595,77
current,153,8671,76
current,154,8746,75
current,153,8671,76
current,154,8747,76
current,153,8671,76
current,152,8595,77
current,153,8673,78
current,152,8595,77
current,151,8518,78
current,152,8596,78
current,151,8518,78
current,150,8440,79
current,151,8520,80
current,150,8440,79
current,151,8519,79
current,150,8440,79
current,149,8361,80
current,150,8441,80
current,149,8361,80
current,148,8281,81
current,149,8363,82
current,148,8281,81
current,149,8362,81
current,148,8281,81
current,147,8200,82
current,148,8282,82
current,147,8200,82
current,146,8118,83
current,147,8202,84
current,146,8118,83
current,147,8201,83
current,146,8118,83
current,145,8035,84
current,144,7951,85
current,145,8036,85
current,144,7951,85
current,143,7866,86
current,144,7952,86
current,143,7866,86
current,142,7780,87
current,143,7867,87
current,142,7780,87
current,141,7693,88
current,142,7781,88
current,141,7693,88
current,140,7605,89
current,141,7694,89
current,140,7605,89
current,139,7516,89
current,140,7604,88
current,141,7691,87
current,142,7778,87
current,143,7864,86
current,144,7949,85
current,145,8033,84
current,146,8116,83
current,147,8198,82
current,148,8279,81
current,149,8359,80
current,150,8438,79
current,151,8516,78
current,152,8593,77
current,153,8669,76
current,154,8744,75
current,155,8818,74
current,154,8745,76
current,153,8670,77
current,152,8594,78
current,151,8517,79
current,150,8439,80
current,149,8360,81
current,148,8280,82
current,147,8199,83
current,146,8117,84
current,145,8034,85
current,144,7950,86
current,143,7865,87
current,142,7777,86
current,143,7863,86
current,144,7948,85
current,145,8032,84
current,146,8115,83
current,147,8197,82
current,148,8278,81
current,149,8358,80
current,150,8437,79
current,151,8515,78
current,152,8592,77
current,153,8668,76
current,154,8743,75
current,153,8668,76
current,154,8744,76
current,153,8668,76
current,152,8592,77
current,153,8669,77
current,152,8592,77
current,151,8515,78
current,152,8593,78
current,151,8515,78
current,150,8437,79
current,151,8516,79
current,150,8437,79
current,149,8358,80
current,150,8438,80
current,149,8358,80
current,148,8278,81
current,149,8359,81
current,148,8278,81
current,147,8197,82
current,148,8279,82
current,147,8197,82
current,146,8115,83
current,147,8198,83
current,146,8115,83
current,145,8032,84
current,146,8116,84
current,145,8032,84
current,144,7948,85
current,145,8033,85
current,144,7948,85
current,143,7863,86
current,144,7949,86
current,143,7863,86
current,142,7777,86
current,143,7862,85
current,144,7946,84
current,145,8030,84
current,146,8113,83
current,147,8195,82
current,148,8276,81
current,149,8356,80
current,150,8435,79
current,151,8513,78
current,152,8590,77
current,153,8666,76
current,154,8741,75
current,153,8666,76
current,154,8742,76
current,153,8666,76
current,152,8590,77
current,153,8667,77
current,152,8590,77
current,151,8513,78
current,152,8591,78
current,151,8513,78
current,150,8435,79
current,151,8514,79
current,150,8435,79
current,149,8356,80
current,150,8436,80
current,149,8356,80
current,148,8276,81
current,149,8357,81
current,148,8276,81
current,147,8195,82
current,148,8277,82
current,147,8195,82
current,146,8113,83
current,147,8196,83
current,146,8113,83
current,145,8030,84
current,146,8114,84
current,145,8030,84
current,144,7946,84
current,145,8029,83
current,146,8111,82
current,147,8193,82
current,148,8274,81
current,149,8354,80
current,150,8433,79
current,151,8511,78
current,152,8588,77
current,153,8664,76
current,154,8740,76
current,153,8665,77
current,152,8589,78
current,151,8512,79
current,150,8434,80
current,149,8355,81
current,148,8275,82
current,147,8192,81
current,148,8273,81
current,149,8354,81
current,148,8272,80
current,149,8351,79
current,150,8430,79
current,151,8509,79
current,152,8587,78
current,153,8664,77
current,152,8588,79
current,151,8508,78
current,152,8586,78
current,153,8663,77
current,152,8585,77
current,153,8661,76
current,154,8737,76
current,153,8661,76
current,154,8736,75
current,153,8661,76
current,154,8738,77
current,153,8661,76
current,152,8585,77
current,153,8662,77
current,152,8585,77
current,151,8508,78
current,152,8587,79
current,151,8508,78
current,152,8586,78
current,151,8508,78
current,150,8430,79
current,151,8510,80
current,150,8430,79
current,151,8509,79
current,150,8430,79
current,149,8351,79
current,150,8429,78
current,151,8506,77
current,152,8583,77
current,153,8659,76
current,154,8734,75
current,153,8659,76
current,154,8735,76
current,153,8659,76
current,152,8583,77
current,153,8660,77
current,152,8583,77
current,151,8506,77
current,152,8582,76
current,153,8657,75
current,154,8732,75
current,153,8657,75
current,154,8731,74
current,153,8657,75
current,154,8733,76
current,153,8657,75
current,152,8582,76
current,153,8658,76
