x,longitude,latitude,date
9217,-122.29548,37.833876,01/01/2009
9218,-122.29548,37.833876,01/01/2010
9219,-122.29548,37.833876,01/01/2011
9220,-122.29548,37.833876,01/01/2012
9221,-122.29548,37.833876,01/01/2013
9222,-122.29548,37.833876,01/01/2014
9223,-122.260429,37.891825,01/01/2011
9224,-122.260429,37.891825,01/01/2012
9225,-122.260429,37.891825,01/01/2013
9226,-122.260429,37.891825,01/01/2014
9227,-121.91605,37.676781,01/01/1993
9228,-121.91605,37.676781,01/01/1994
9229,-121.91605,37.676781,01/01/1995
9230,-121.91605,37.676781,01/01/1996
9231,-121.91605,37.676781,01/01/1997
9232,-121.91605,37.676781,01/01/1998
9233,-121.91605,37.676781,01/01/1999
9234,-121.91605,37.676781,01/01/2000
9235,-121.91605,37.676781,01/01/2001
9236,-121.91605,37.676781,01/01/2002
9237,-121.91605,37.676781,01/01/2003
9238,-121.91605,37.676781,01/01/2004
9239,-121.91605,37.676781,01/01/2005
9240,-121.91605,37.676781,01/01/2006
9241,-121.91605,37.676781,01/01/2007
9242,-121.91605,37.676781,01/01/2008
9243,-121.91605,37.676781,01/01/2009
9244,-121.91605,37.676781,01/01/2010
9245,-121.91605,37.676781,01/01/2011
9246,-121.91605,37.676781,01/01/2012
9247,-121.91605,37.676781,01/01/2013
9248,-122.240179,37.843126,01/01/1993
9249,-122.240179,37.843126,01/01/1994
9250,-122.240179,37.843126,01/01/1995
9251,-122.240179,37.843126,01/01/1996
9252,-122.240179,37.843126,01/01/1997
9253,-122.240179,37.843126,01/01/1998
9254,-122.240179,37.843126,01/01/1999
9255,-122.240179,37.843126,01/01/2000
9256,-122.240179,37.843126,01/01/2001
9257,-122.240179,37.843126,01/01/2002
9258,-122.240179,37.843126,01/01/2003
9259,-122.240179,37.843126,01/01/2004
9260,-122.240179,37.843126,01/01/2005
9261,-122.240179,37.843126,01/01/2006
9262,-122.240179,37.843126,01/01/2007
9263,-122.240179,37.843126,01/01/2008
9264,-122.240179,37.843126,01/01/2009
9265,-122.240179,37.843126,01/01/2010
9266,-122.240179,37.843126,01/01/2011
9267,-122.240179,37.843126,01/01/2012
9268,-122.240179,37.843126,01/01/2013
9269,-122.240179,37.843126,01/01/2014
9270,-122.222278,37.847076,01/01/2010
9271,-122.222278,37.847076,01/01/2011
9272,-122.222278,37.847076,01/01/2012
9273,-122.222278,37.847076,01/01/2013
9274,-122.661691,38.007172,01/01/2013
9275,-122.186373,37.439616,01/01/2007
9276,-122.186373,37.439616,01/01/2008
9277,-122.186373,37.439616,01/01/2009
9278,-122.186373,37.439616,01/01/2010
9279,-122.186373,37.439616,01/01/2012
9280,-122.186373,37.439616,01/01/2013
9281,-122.186373,37.439616,01/01/2014
9282,-122.443882,37.769079,01/01/2008
9283,-122.443882,37.769079,01/01/2009
9284,-122.443882,37.769079,01/01/2010
9285,-122.443882,37.769079,01/01/2011
9286,-122.443882,37.769079,01/01/2012
9287,-122.443882,37.769079,01/01/2013
9288,-122.443882,37.769079,01/01/2014
9289,-122.222278,37.847076,01/01/2007
9290,-122.222278,37.847076,01/01/2008
9291,-122.222278,37.847076,01/01/2009
9292,-122.222278,37.847076,01/01/2010
9293,-122.222278,37.847076,01/01/2011
9294,-122.222278,37.847076,01/01/2012
9295,-122.222278,37.847076,01/01/2013
9296,-122.222278,37.847076,01/01/2014
9297,-121.016796,37.669463,01/01/1994
9298,-121.016796,37.669463,01/01/1995
9299,-121.016796,37.669463,01/01/1996
9300,-121.016796,37.669463,01/01/1997
9301,-121.016796,37.669463,01/01/1998
9302,-121.016796,37.669463,01/01/1999
9303,-121.016796,37.669463,01/01/2000
9304,-121.016796,37.669463,01/01/2001
9305,-121.016796,37.669463,01/01/2002
9306,-121.016796,37.669463,01/01/2003
9307,-121.016796,37.669463,01/01/2004
9308,-121.016796,37.669463,01/01/2005
9309,-121.016796,37.669463,01/01/2006
9310,-121.016796,37.669463,01/01/2007
9311,-121.016796,37.669463,01/01/2008
9312,-121.016796,37.669463,01/01/2009
9313,-121.016796,37.669463,01/01/2010
9314,-121.016796,37.669463,01/01/2011
9315,-121.016796,37.669463,01/01/2012
9316,-121.016796,37.669463,01/01/2013
9317,-122.30248,37.918024,01/01/2010
9318,-122.30248,37.918024,01/01/2011
9319,-122.30248,37.918024,01/01/2012
9320,-122.30248,37.918024,01/01/2013
9321,-122.30248,37.918024,01/01/2014
9322,-122.264779,37.770563,01/01/1993
9323,-122.264779,37.770563,01/01/1994
9324,-122.264779,37.770563,01/01/1995
9325,-122.264779,37.770563,01/01/1996
9326,-122.264779,37.770563,01/01/1997
9327,-122.264779,37.770563,01/01/1998
9328,-122.264779,37.770563,01/01/1999
9329,-122.264779,37.770563,01/01/2000
9330,-122.264779,37.770563,01/01/2001
9331,-122.264779,37.770563,01/01/2002
9332,-122.264779,37.770563,01/01/2003
9333,-122.264779,37.770563,01/01/2004
9334,-122.264779,37.770563,01/01/2005
9335,-122.264779,37.770563,01/01/2006
9336,-122.264779,37.770563,01/01/2007
9337,-122.264779,37.770563,01/01/2008
9338,-122.264779,37.770563,01/01/2009
9339,-122.264779,37.770563,01/01/2010
9340,-122.264779,37.770563,01/01/2011
9341,-122.264779,37.770563,01/01/2012
9342,-122.264779,37.770563,01/01/2013
9343,-122.27608,37.892675,01/01/2007
9344,-122.27608,37.892675,01/01/2008
9345,-122.27608,37.892675,01/01/2009
9346,-122.27608,37.892675,01/01/2010
9347,-122.27608,37.892675,01/01/2011
9348,-122.27608,37.892675,01/01/2012
9349,-122.27608,37.892675,01/01/2013
9350,-122.27608,37.892675,01/01/2014
9351,-122.439332,37.758279,01/01/2013
9352,-122.344381,37.925174,01/01/1996
9353,-122.344381,37.925174,01/01/1997
9354,-122.344381,37.925174,01/01/1998
9355,-122.344381,37.925174,01/01/1999
9356,-122.344381,37.925174,01/01/2000
9357,-122.344381,37.925174,01/01/2001
9358,-122.344381,37.925174,01/01/2002
9359,-122.344381,37.925174,01/01/2004
9360,-122.344381,37.925174,01/01/2006
9361,-122.344381,37.925174,01/01/2007
9362,-122.344381,37.925174,01/01/2008
9363,-122.344381,37.925174,01/01/2009
9364,-122.344381,37.925174,01/01/2010
9365,-122.344381,37.925174,01/01/2011
9366,-122.344381,37.925174,01/01/2012
9367,-122.344381,37.925174,01/01/2013
9368,-122.344381,37.925174,01/01/2014
9369,-122.869654,38.407222,01/01/2003
9370,-122.869654,38.407222,01/01/2004
9371,-122.869654,38.407222,01/01/2005
9372,-122.869654,38.407222,01/01/2006
9373,-122.869654,38.407222,01/01/2007
9374,-122.869654,38.407222,01/01/2008
9375,-122.869654,38.407222,01/01/2009
9376,-122.869654,38.407222,01/01/2011
9377,-122.869654,38.407222,01/01/2012
9378,-122.869654,38.407222,01/01/2013
9379,-122.869654,38.407222,01/01/2014
9380,-121.705327,37.189396,01/01/1993
9381,-121.705327,37.189396,01/01/1994
9382,-121.705327,37.189396,01/01/1996
9383,-121.705327,37.189396,01/01/1997
9384,-121.705327,37.189396,01/01/1998
9385,-121.705327,37.189396,01/01/1999
9386,-121.705327,37.189396,01/01/2000
9387,-121.705327,37.189396,01/01/2001
9388,-121.705327,37.189396,01/01/2002
9389,-121.705327,37.189396,01/01/2003
9390,-121.705327,37.189396,01/01/2004
9391,-121.705327,37.189396,01/01/2005
9392,-121.705327,37.189396,01/01/2006
9393,-121.705327,37.189396,01/01/2007
9394,-121.705327,37.189396,01/01/2008
9395,-121.705327,37.189396,01/01/2009
9396,-121.705327,37.189396,01/01/2010
9397,-121.705327,37.189396,01/01/2011
9398,-121.705327,37.189396,01/01/2012
9399,-121.705327,37.189396,01/01/2013
9400,-122.138765,37.467338,01/01/1993
9401,-122.138765,37.467338,01/01/1994
9402,-122.138765,37.467338,01/01/1995
9403,-122.138765,37.467338,01/01/1996
9404,-122.138765,37.467338,01/01/1997
9405,-122.138765,37.467338,01/01/1998
9406,-122.138765,37.467338,01/01/1999
9407,-122.138765,37.467338,01/01/2000
9408,-122.138765,37.467338,01/01/2001
9409,-122.138765,37.467338,01/01/2002
9410,-122.138765,37.467338,01/01/2003
9411,-122.138765,37.467338,01/01/2004
9412,-122.138765,37.467338,01/01/2005
9413,-122.138765,37.467338,01/01/2006
9414,-122.138765,37.467338,01/01/2007
9415,-122.138765,37.467338,01/01/2008
9416,-122.138765,37.467338,01/01/2009
9417,-122.138765,37.467338,01/01/2010
9418,-122.138765,37.467338,01/01/2011
9419,-122.138765,37.467338,01/01/2012
9420,-122.138765,37.467338,01/01/2013
9421,-122.204578,37.802777,01/01/2007
9422,-122.204578,37.802777,01/01/2008
9423,-122.204578,37.802777,01/01/2009
9424,-122.204578,37.802777,01/01/2010
9425,-122.204578,37.802777,01/01/2011
9426,-122.204578,37.802777,01/01/2012
9427,-122.204578,37.802777,01/01/2013
9428,-122.536337,37.947874,01/01/1996
9429,-122.536337,37.947874,01/01/1997
9430,-122.536337,37.947874,01/01/1998
9431,-122.536337,37.947874,01/01/1999
9432,-122.536337,37.947874,01/01/2000
9433,-122.536337,37.947874,01/01/2001
9434,-122.536337,37.947874,01/01/2002
9435,-122.536337,37.947874,01/01/2003
9436,-122.536337,37.947874,01/01/2004
9437,-122.536337,37.947874,01/01/2005
9438,-122.536337,37.947874,01/01/2006
9439,-122.536337,37.947874,01/01/2007
9440,-122.536337,37.947874,01/01/2008
9441,-122.536337,37.947874,01/01/2009
9442,-122.536337,37.947874,01/01/2010
9443,-122.536337,37.947874,01/01/2011
9444,-122.536337,37.947874,01/01/2012
9445,-122.536337,37.947874,01/01/2013
9446,-122.27608,37.892675,01/01/2003
9447,-122.27608,37.892675,01/01/2004
9448,-122.27608,37.892675,01/01/2005
9449,-122.27608,37.892675,01/01/2006
9450,-122.27608,37.892675,01/01/2007
9451,-122.27608,37.892675,01/01/2008
9452,-122.27608,37.892675,01/01/2009
9453,-122.27608,37.892675,01/01/2010
9454,-122.27608,37.892675,01/01/2011
9455,-122.27608,37.892675,01/01/2012
9456,-122.27608,37.892675,01/01/2013
9457,-122.27608,37.892675,01/01/2014
9458,-121.705327,37.189396,01/01/2012
9459,-121.705327,37.189396,01/01/2013
9460,-122.061673,37.613883,01/01/1993
9461,-122.061673,37.613883,01/01/1994
9462,-122.061673,37.613883,01/01/1995
9463,-122.061673,37.613883,01/01/1996
9464,-122.061673,37.613883,01/01/1997
9465,-122.061673,37.613883,01/01/1998
9466,-122.061673,37.613883,01/01/1999
9467,-122.061673,37.613883,01/01/2000
9468,-122.061673,37.613883,01/01/2001
9469,-122.061673,37.613883,01/01/2002
9470,-122.061673,37.613883,01/01/2003
9471,-122.061673,37.613883,01/01/2004
9472,-122.061673,37.613883,01/01/2005
9473,-122.061673,37.613883,01/01/2006
9474,-122.061673,37.613883,01/01/2007
9475,-122.061673,37.613883,01/01/2008
9476,-122.061673,37.613883,01/01/2009
9477,-122.061673,37.613883,01/01/2010
9478,-122.061673,37.613883,01/01/2011
9479,-122.061673,37.613883,01/01/2012
9480,-122.061673,37.613883,01/01/2013
9481,-122.061673,37.613883,01/01/2014
9482,-122.243067,37.735088,01/01/1993
9483,-122.243067,37.735088,01/01/1994
9484,-122.243067,37.735088,01/01/1995
9485,-122.243067,37.735088,01/01/1996
9486,-122.243067,37.735088,01/01/1997
9487,-122.243067,37.735088,01/01/1998
9488,-122.243067,37.735088,01/01/1999
9489,-122.243067,37.735088,01/01/2000
9490,-122.243067,37.735088,01/01/2001
9491,-122.243067,37.735088,01/01/2002
9492,-122.243067,37.735088,01/01/2003
9493,-122.243067,37.735088,01/01/2004
9494,-122.243067,37.735088,01/01/2005
9495,-122.243067,37.735088,01/01/2006
9496,-122.243067,37.735088,01/01/2007
9497,-122.243067,37.735088,01/01/2008
9498,-122.243067,37.735088,01/01/2009
9499,-122.243067,37.735088,01/01/2010
9500,-122.243067,37.735088,01/01/2011
9501,-122.243067,37.735088,01/01/2012
9502,-122.243067,37.735088,01/01/2013
9503,-122.260429,37.891825,01/01/1993
9504,-122.260429,37.891825,01/01/1994
9505,-122.260429,37.891825,01/01/1995
9506,-122.260429,37.891825,01/01/1996
9507,-122.260429,37.891825,01/01/1997
9508,-122.260429,37.891825,01/01/1998
9509,-122.260429,37.891825,01/01/1999
9510,-122.260429,37.891825,01/01/2000
9511,-122.260429,37.891825,01/01/2001
9512,-122.260429,37.891825,01/01/2002
9513,-122.260429,37.891825,01/01/2003
9514,-122.260429,37.891825,01/01/2004
9515,-122.260429,37.891825,01/01/2005
9516,-122.260429,37.891825,01/01/2006
9517,-122.260429,37.891825,01/01/2007
9518,-122.260429,37.891825,01/01/2008
9519,-122.260429,37.891825,01/01/2009
9520,-122.260429,37.891825,01/01/2010
9521,-122.260429,37.891825,01/01/2011
9522,-122.260429,37.891825,01/01/2012
9523,-122.260429,37.891825,01/01/2013
9524,-122.077774,37.957572,01/01/1993
9525,-122.077774,37.957572,01/01/1994
9526,-122.077774,37.957572,01/01/1995
9527,-122.077774,37.957572,01/01/1996
9528,-122.077774,37.957572,01/01/1997
9529,-122.077774,37.957572,01/01/1998
9530,-122.077774,37.957572,01/01/1999
9531,-122.077774,37.957572,01/01/2000
9532,-122.077774,37.957572,01/01/2001
9533,-122.077774,37.957572,01/01/2002
9534,-122.077774,37.957572,01/01/2003
9535,-122.077774,37.957572,01/01/2004
9536,-122.077774,37.957572,01/01/2005
9537,-122.077774,37.957572,01/01/2006
9538,-122.077774,37.957572,01/01/2007
9539,-122.077774,37.957572,01/01/2008
9540,-122.077774,37.957572,01/01/2009
9541,-122.077774,37.957572,01/01/2010
9542,-122.077774,37.957572,01/01/2011
9543,-122.077774,37.957572,01/01/2012
9544,-122.077774,37.957572,01/01/2013
9545,-122.077774,37.957572,01/01/2014
9546,-122.240179,37.843126,01/01/1993
9547,-122.240179,37.843126,01/01/1994
9548,-122.240179,37.843126,01/01/2011
9549,-122.240179,37.843126,01/01/2012
9550,-122.240179,37.843126,01/01/2013
9551,-122.260429,37.891825,01/01/2004
9552,-122.260429,37.891825,01/01/2010
9553,-122.260429,37.891825,01/01/2012
9554,-122.260429,37.891825,01/01/2013
9555,-122.344381,37.925174,01/01/2012
9556,-122.344381,37.925174,01/01/2013
9557,-122.344381,37.925174,01/01/2014
9558,-122.443182,37.74363,01/01/2013
9559,-122.443882,37.769079,01/01/2000
9560,-122.443882,37.769079,01/01/2001
9561,-122.443882,37.769079,01/01/2002
9562,-122.443882,37.769079,01/01/2003
9563,-122.443882,37.769079,01/01/2004
9564,-122.443882,37.769079,01/01/2005
9565,-122.443882,37.769079,01/01/2007
9566,-122.443882,37.769079,01/01/2008
9567,-122.443882,37.769079,01/01/2009
9568,-122.443882,37.769079,01/01/2010
9569,-122.443882,37.769079,01/01/2011
9570,-122.443882,37.769079,01/01/2012
9571,-122.443882,37.769079,01/01/2013
9572,-122.443882,37.769079,01/01/2014
9573,-122.30248,37.918024,01/01/1997
9574,-122.30248,37.918024,01/01/1998
9575,-122.30248,37.918024,01/01/1999
9576,-122.30248,37.918024,01/01/2000
9577,-122.30248,37.918024,01/01/2001
9578,-122.30248,37.918024,01/01/2002
9579,-122.30248,37.918024,01/01/2003
9580,-122.30248,37.918024,01/01/2004
9581,-122.30248,37.918024,01/01/2005
9582,-122.30248,37.918024,01/01/2006
9583,-122.30248,37.918024,01/01/2007
9584,-122.30248,37.918024,01/01/2008
9585,-122.30248,37.918024,01/01/2009
9586,-122.30248,37.918024,01/01/2010
9587,-122.30248,37.918024,01/01/2011
9588,-122.30248,37.918024,01/01/2012
9589,-122.30248,37.918024,01/01/2013
9590,-122.27608,37.892675,01/01/2006
9591,-122.27608,37.892675,01/01/2007
9592,-122.27608,37.892675,01/01/2008
9593,-122.27608,37.892675,01/01/2009
9594,-122.27608,37.892675,01/01/2010
9595,-122.27608,37.892675,01/01/2011
9596,-122.27608,37.892675,01/01/2012
9597,-122.27608,37.892675,01/01/2013
9598,-122.27608,37.892675,01/01/2014
9599,-121.016796,37.669463,01/01/2010
9600,-121.016796,37.669463,01/01/2011
9601,-121.016796,37.669463,01/01/2012
9602,-121.016796,37.669463,01/01/2013
9603,-122.443882,37.769079,01/01/1993
9604,-122.443882,37.769079,01/01/1994
9605,-122.443882,37.769079,01/01/1995
9606,-122.443882,37.769079,01/01/1996
9607,-122.443882,37.769079,01/01/1997
9608,-122.443882,37.769079,01/01/1998
9609,-122.443882,37.769079,01/01/1999
9610,-122.443882,37.769079,01/01/2000
9611,-122.443882,37.769079,01/01/2001
9612,-122.443882,37.769079,01/01/2002
9613,-122.443882,37.769079,01/01/2003
9614,-122.443882,37.769079,01/01/2004
9615,-122.443882,37.769079,01/01/2005
9616,-122.443882,37.769079,01/01/2006
9617,-122.443882,37.769079,01/01/2007
9618,-122.443882,37.769079,01/01/2008
9619,-122.443882,37.769079,01/01/2009
9620,-122.443882,37.769079,01/01/2010
9621,-122.443882,37.769079,01/01/2011
9622,-122.443882,37.769079,01/01/2012
9623,-122.443882,37.769079,01/01/2013
9624,-122.443882,37.769079,01/01/2014
9625,-122.138765,37.467338,01/01/1993
9626,-122.138765,37.467338,01/01/1994
9627,-122.138765,37.467338,01/01/1995
9628,-122.138765,37.467338,01/01/1996
9629,-122.138765,37.467338,01/01/1997
9630,-122.138765,37.467338,01/01/1998
9631,-122.138765,37.467338,01/01/1999
9632,-122.138765,37.467338,01/01/2000
9633,-122.138765,37.467338,01/01/2001
9634,-122.138765,37.467338,01/01/2002
9635,-122.138765,37.467338,01/01/2003
9636,-122.138765,37.467338,01/01/2004
9637,-122.138765,37.467338,01/01/2005
9638,-122.138765,37.467338,01/01/2006
9639,-122.138765,37.467338,01/01/2007
9640,-122.138765,37.467338,01/01/2008
9641,-122.138765,37.467338,01/01/2009
9642,-122.138765,37.467338,01/01/2010
9643,-122.138765,37.467338,01/01/2011
9644,-122.138765,37.467338,01/01/2012
9645,-122.138765,37.467338,01/01/2013
9646,-122.138765,37.467338,01/01/2014
9647,-122.260429,37.891825,01/01/1993
9648,-122.260429,37.891825,01/01/1994
9649,-122.260429,37.891825,01/01/1995
9650,-122.260429,37.891825,01/01/1996
9651,-122.260429,37.891825,01/01/1997
9652,-122.260429,37.891825,01/01/1998
9653,-122.260429,37.891825,01/01/1999
9654,-122.260429,37.891825,01/01/2000
9655,-122.260429,37.891825,01/01/2001
9656,-122.260429,37.891825,01/01/2002
9657,-122.260429,37.891825,01/01/2003
9658,-122.260429,37.891825,01/01/2004
9659,-122.260429,37.891825,01/01/2005
9660,-122.260429,37.891825,01/01/2006
9661,-122.260429,37.891825,01/01/2007
9662,-122.260429,37.891825,01/01/2008
9663,-122.260429,37.891825,01/01/2009
9664,-122.260429,37.891825,01/01/2010
9665,-122.260429,37.891825,01/01/2011
9666,-122.260429,37.891825,01/01/2012
9667,-122.260429,37.891825,01/01/2013
9668,-122.27608,37.892675,01/01/2011
9669,-122.27608,37.892675,01/01/2012
9670,-122.27608,37.892675,01/01/2013
9671,-122.27608,37.892675,01/01/2014
9672,-121.705327,37.189396,01/01/2013
9673,-122.199439,37.450627,01/01/2005
9674,-122.199439,37.450627,01/01/2006
9675,-122.199439,37.450627,01/01/2007
9676,-122.199439,37.450627,01/01/2008
9677,-122.199439,37.450627,01/01/2009
9678,-122.199439,37.450627,01/01/2010
9679,-122.199439,37.450627,01/01/2011
9680,-122.199439,37.450627,01/01/2012
9681,-122.199439,37.450627,01/01/2013
9682,-122.199439,37.450627,01/01/2014
9683,-121.705327,37.189396,01/01/2007
9684,-121.705327,37.189396,01/01/2008
9685,-121.705327,37.189396,01/01/2009
9686,-121.705327,37.189396,01/01/2010
9687,-121.705327,37.189396,01/01/2011
9688,-121.705327,37.189396,01/01/2012
9689,-121.705327,37.189396,01/01/2013
9690,-122.186373,37.439616,01/01/2010
9691,-122.186373,37.439616,01/01/2013
9692,-122.459982,37.778779,01/01/1999
9693,-122.459982,37.778779,01/01/2000
9694,-122.459982,37.778779,01/01/2001
9695,-122.459982,37.778779,01/01/2002
9696,-122.459982,37.778779,01/01/2003
9697,-122.459982,37.778779,01/01/2004
9698,-122.459982,37.778779,01/01/2005
9699,-122.459982,37.778779,01/01/2006
9700,-122.459982,37.778779,01/01/2007
9701,-122.459982,37.778779,01/01/2008
9702,-122.459982,37.778779,01/01/2009
9703,-122.459982,37.778779,01/01/2010
9704,-122.459982,37.778779,01/01/2011
9705,-122.459982,37.778779,01/01/2012
9706,-122.459982,37.778779,01/01/2013
9707,-122.459982,37.778779,01/01/2014
9708,-121.879432,37.024933,01/01/2013
9709,-122.053573,37.914851,01/01/2012
9710,-122.053573,37.914851,01/01/2013
9711,-122.138765,37.467338,01/01/1993
9712,-122.138765,37.467338,01/01/1994
9713,-122.138765,37.467338,01/01/1995
9714,-122.138765,37.467338,01/01/1996
9715,-122.138765,37.467338,01/01/1997
9716,-122.138765,37.467338,01/01/1998
9717,-122.138765,37.467338,01/01/1999
9718,-122.138765,37.467338,01/01/2000
9719,-122.138765,37.467338,01/01/2001
9720,-122.138765,37.467338,01/01/2002
9721,-122.138765,37.467338,01/01/2003
9722,-122.138765,37.467338,01/01/2004
9723,-122.138765,37.467338,01/01/2005
9724,-122.138765,37.467338,01/01/2006
9725,-122.138765,37.467338,01/01/2007
9726,-122.138765,37.467338,01/01/2008
9727,-122.138765,37.467338,01/01/2009
9728,-122.138765,37.467338,01/01/2010
9729,-122.138765,37.467338,01/01/2011
9730,-122.138765,37.467338,01/01/2012
9731,-122.138765,37.467338,01/01/2013
9732,-122.138765,37.467338,01/01/2014
9733,-122.30093,37.929123,01/01/1993
9734,-122.30093,37.929123,01/01/1994
9735,-122.30093,37.929123,01/01/1995
9736,-122.30093,37.929123,01/01/1996
9737,-122.30093,37.929123,01/01/1997
9738,-122.30093,37.929123,01/01/1998
9739,-122.30093,37.929123,01/01/1999
9740,-122.30093,37.929123,01/01/2000
9741,-122.30093,37.929123,01/01/2001
9742,-122.30093,37.929123,01/01/2002
9743,-122.30093,37.929123,01/01/2003
9744,-122.30093,37.929123,01/01/2004
9745,-122.30093,37.929123,01/01/2005
9746,-122.30093,37.929123,01/01/2006
9747,-122.30093,37.929123,01/01/2007
9748,-122.30093,37.929123,01/01/2008
9749,-122.30093,37.929123,01/01/2009
9750,-122.30093,37.929123,01/01/2010
9751,-122.30093,37.929123,01/01/2011
9752,-122.30093,37.929123,01/01/2012
9753,-122.30093,37.929123,01/01/2013
9754,-122.384032,37.947523,01/01/2005
9755,-122.384032,37.947523,01/01/2006
9756,-122.384032,37.947523,01/01/2007
9757,-122.384032,37.947523,01/01/2008
9758,-122.384032,37.947523,01/01/2009
9759,-122.384032,37.947523,01/01/2010
9760,-122.384032,37.947523,01/01/2011
9761,-122.384032,37.947523,01/01/2012
9762,-122.384032,37.947523,01/01/2013
9763,-122.238779,37.811277,01/01/2010
9764,-122.238779,37.811277,01/01/2011
9765,-122.238779,37.811277,01/01/2012
9766,-122.238779,37.811277,01/01/2013
9767,-122.564439,37.935324,01/01/2012
9768,-122.564439,37.935324,01/01/2013
9769,-122.344381,37.925174,01/01/2012
9770,-122.344381,37.925174,01/01/2013
9771,-122.504286,37.970948,01/01/2013
9772,-122.235639,37.462158,01/01/2008
9773,-122.235639,37.462158,01/01/2009
9774,-122.235639,37.462158,01/01/2011
9775,-122.235639,37.462158,01/01/2012
9776,-122.235639,37.462158,01/01/2013
9777,-122.204578,37.802777,01/01/1994
9778,-122.204578,37.802777,01/01/1999
9779,-122.204578,37.802777,01/01/2000
9780,-122.204578,37.802777,01/01/2001
9781,-122.204578,37.802777,01/01/2002
9782,-122.204578,37.802777,01/01/2003
9783,-122.204578,37.802777,01/01/2004
9784,-122.204578,37.802777,01/01/2005
9785,-122.204578,37.802777,01/01/2006
9786,-122.204578,37.802777,01/01/2007
9787,-122.204578,37.802777,01/01/2008
9788,-122.204578,37.802777,01/01/2009
9789,-122.204578,37.802777,01/01/2010
9790,-122.204578,37.802777,01/01/2011
9791,-122.204578,37.802777,01/01/2012
9792,-122.204578,37.802777,01/01/2013
9793,-122.439332,37.758279,01/01/2010
9794,-122.439332,37.758279,01/01/2011
9795,-122.439332,37.758279,01/01/2012
9796,-122.439332,37.758279,01/01/2013
9797,-122.204578,37.802777,01/01/2001
9798,-122.204578,37.802777,01/01/2011
9799,-122.204578,37.802777,01/01/2013
9800,-122.439382,37.721981,01/01/1993
9801,-122.439382,37.721981,01/01/1994
9802,-122.439382,37.721981,01/01/1995
9803,-122.439382,37.721981,01/01/1996
9804,-122.439382,37.721981,01/01/1999
9805,-122.439382,37.721981,01/01/2000
9806,-122.439382,37.721981,01/01/2001
9807,-122.439382,37.721981,01/01/2002
9808,-122.439382,37.721981,01/01/2003
9809,-122.439382,37.721981,01/01/2004
9810,-122.439382,37.721981,01/01/2005
9811,-122.439382,37.721981,01/01/2006
9812,-122.439382,37.721981,01/01/2007
9813,-122.439382,37.721981,01/01/2008
9814,-122.439382,37.721981,01/01/2009
9815,-122.439382,37.721981,01/01/2010
9816,-122.439382,37.721981,01/01/2011
9817,-122.439382,37.721981,01/01/2012
9818,-122.439382,37.721981,01/01/2013
9819,-122.439382,37.721981,01/01/2014
9820,-122.491682,37.777129,01/01/2011
9821,-122.491682,37.777129,01/01/2012
9822,-122.491682,37.777129,01/01/2013
9823,-122.491682,37.777129,01/01/2014
9824,-121.705327,37.189396,01/01/1993
9825,-121.705327,37.189396,01/01/1994
9826,-121.705327,37.189396,01/01/1995
9827,-121.705327,37.189396,01/01/1996
9828,-121.705327,37.189396,01/01/1997
9829,-121.705327,37.189396,01/01/1998
9830,-121.705327,37.189396,01/01/1999
9831,-121.705327,37.189396,01/01/2000
9832,-121.705327,37.189396,01/01/2001
9833,-121.705327,37.189396,01/01/2002
9834,-121.705327,37.189396,01/01/2003
9835,-121.705327,37.189396,01/01/2004
9836,-121.705327,37.189396,01/01/2005
9837,-121.705327,37.189396,01/01/2006
9838,-121.705327,37.189396,01/01/2007
9839,-121.705327,37.189396,01/01/2008
9840,-121.705327,37.189396,01/01/2012
9841,-121.705327,37.189396,01/01/2013
9842,-121.705327,37.189396,01/01/2014
9843,-122.138765,37.467338,01/01/2010
9844,-122.138765,37.467338,01/01/2011
9845,-122.138765,37.467338,01/01/2012
9846,-122.138765,37.467338,01/01/2013
9847,-122.242029,37.85983,01/01/1993
9848,-122.242029,37.85983,01/01/1994
9849,-122.242029,37.85983,01/01/1995
9850,-122.242029,37.85983,01/01/1996
9851,-122.242029,37.85983,01/01/1997
9852,-122.242029,37.85983,01/01/1998
9853,-122.242029,37.85983,01/01/1999
9854,-122.242029,37.85983,01/01/2000
9855,-122.242029,37.85983,01/01/2001
9856,-122.242029,37.85983,01/01/2002
9857,-122.242029,37.85983,01/01/2003
9858,-122.242029,37.85983,01/01/2004
9859,-122.242029,37.85983,01/01/2005
9860,-122.242029,37.85983,01/01/2006
9861,-122.242029,37.85983,01/01/2007
9862,-122.242029,37.85983,01/01/2008
9863,-122.242029,37.85983,01/01/2009
9864,-122.242029,37.85983,01/01/2010
9865,-122.242029,37.85983,01/01/2011
9866,-122.242029,37.85983,01/01/2012
9867,-122.242029,37.85983,01/01/2013
9868,-122.483232,37.743857,01/01/2006
9869,-122.483232,37.743857,01/01/2010
9870,-122.483232,37.743857,01/01/2011
9871,-122.483232,37.743857,01/01/2012
9872,-122.483232,37.743857,01/01/2013
9873,-122.260429,37.891825,01/01/2000
9874,-122.260429,37.891825,01/01/2001
9875,-122.260429,37.891825,01/01/2002
9876,-122.260429,37.891825,01/01/2003
9877,-122.260429,37.891825,01/01/2004
9878,-122.260429,37.891825,01/01/2005
9879,-122.260429,37.891825,01/01/2006
9880,-122.260429,37.891825,01/01/2007
9881,-122.260429,37.891825,01/01/2008
9882,-122.260429,37.891825,01/01/2009
